"","REF_AREA","SECT_PERF","SECT_FUND","Sources.de.financement","UNIT_MEASURE","PRICE_BASE","TIME_PERIOD","BASE_PER","OBS_VALUE","PIB","share_financements","share_financements_PIB"
"1988","DEU","BES","ROW","Reste du monde","USD_PPP","V",2010,NA,1999.5540497685,3249039.359,0.0343071448358152,0.000615429309660296
"1989","DEU","BES","_T","Total","USD_PPP","V",2010,NA,58283.89565316,3249039.359,1,0.0179388087410239
"1990","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2010,NA,1151.7611410727,3249039.359,0.0895691327125454,0.000354492825050661
"1991","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2010,NA,10934.908821298,3249039.359,0.850376232091165,0.00336558213461088
"1992","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2010,NA,NA,3249039.359,NA,NA
"1993","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2010,NA,154.17108185692,3249039.359,0.0119894391283405,4.74512816934207e-05
"1994","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2010,NA,618.06588266057,3249039.359,0.0480651960679638,0.000190230346378691
"1995","DEU","GOV","_T","Total","USD_PPP","V",2010,NA,12858.906926888,3249039.359,1,0.0039577565877336
"1996","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2010,NA,2189.4680342316,3249039.359,0.138468976781037,0.000673881659256194
"1997","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2010,NA,12866.398095923,3249039.359,0.813712258569325,0.00396006224433152
"1998","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2010,NA,NA,3249039.359,NA,NA
"1999","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2010,NA,NA,3249039.359,NA,NA
"2000","DEU","HES","ROW","Reste du monde","USD_PPP","V",2010,NA,756.10912291754,3249039.359,0.047818764626058,0.000232717748039303
"2001","DEU","HES","_T","Total","USD_PPP","V",2010,NA,15811.975253445,3249039.359,1,0.00486666165174178
"2002","DEU","PNP","_T","Total","USD_PPP","V",2010,NA,NA,3249039.359,NA,NA
"2003","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2010,NA,56972.746275773,3249039.359,0.655199722146014,0.0175352588813539
"2004","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2010,NA,26404.204667224,3249039.359,0.303654443437077,0.00812677279334368
"2005","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2010,NA,NA,3249039.359,NA,NA
"2006","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2010,NA,204.09783514928,3249039.359,0.00234717217655481,6.28179017234491e-05
"2007","DEU","_T","ROW","Reste du monde","USD_PPP","V",2010,NA,3373.7290652823,3249039.359,0.0387986623546155,0.00103837740713633
"2008","DEU","_T","_T","Total","USD_PPP","V",2010,NA,86954.777833493,3249039.359,1,0.0267632269804993
"2009","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2011,NA,59156.565327707,3483800.626,0.913501523184516,0.0169804680802382
"2010","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2011,NA,2816.3936770955,3483800.626,0.0434910292655036,0.000808425618870504
"2011","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2011,NA,NA,3483800.626,NA,NA
"2012","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2011,NA,168.24319841117,3483800.626,0.00259802808298025,4.82930042424219e-05
"2013","DEU","BES","ROW","Reste du monde","USD_PPP","V",2011,NA,2616.8346761165,3483800.626,0.0404094194670031,0.000751143637952977
"2014","DEU","BES","ROW_BES","Secteur des entreprises","USD_PPP","V",2011,NA,1839.5181354542,3483800.626,0.0284060206902497,0.00052802049627228
"2015","DEU","BES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2011,NA,554.17559928804,3483800.626,0.00855763432607893,0.000159072133793238
"2016","DEU","BES","ROW_O","RDM - Autres sources","USD_PPP","V",2011,NA,223.14094137427,3483800.626,0.0034457644506746,6.40510078874617e-05
"2017","DEU","BES","_T","Total","USD_PPP","V",2011,NA,64758.03687933,3483800.626,1,0.0185883303413041
"2018","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2011,NA,1291.3394489656,3483800.626,0.0928104753834013,0.000370669733316019
"2019","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2011,NA,11773.62986435,3483800.626,0.846188185123463,0.00337953606658259
"2020","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2011,NA,NA,3483800.626,NA,NA
"2021","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2011,NA,165.78864805605,3483800.626,0.0119154752467128,4.75884431556589e-05
"2022","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2011,NA,682.96595784873,3483800.626,0.0490857731244833,0.00019604048312974
"2023","DEU","GOV","_T","Total","USD_PPP","V",2011,NA,13913.725187066,3483800.626,1,0.00399383509011
"2024","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2011,NA,2389.1016853599,3483800.626,0.139402106004149,0.000685774515203242
"2025","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2011,NA,14044.880078898,3483800.626,0.819507128378741,0.00403148216177455
"2026","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2011,NA,NA,3483800.626,NA,NA
"2027","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2011,NA,NA,3483800.626,NA,NA
"2028","DEU","HES","ROW","Reste du monde","USD_PPP","V",2011,NA,704.22140036089,3483800.626,0.0410907358632207,0.000202141705557203
"2029","DEU","HES","_T","Total","USD_PPP","V",2011,NA,17138.203674547,3483800.626,1,0.00491939852890623
"2030","DEU","PNP","_T","Total","USD_PPP","V",2011,NA,NA,3483800.626,NA,NA
"2031","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2011,NA,62837.006462286,3483800.626,0.655850421992516,0.0180369123288303
"2032","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2011,NA,28634.903757271,3483800.626,0.298871871373964,0.0082194438865317
"2033","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2011,NA,NA,3483800.626,NA,NA
"2034","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2011,NA,334.03184646723,3483800.626,0.00348639981116794,9.58814473980837e-05
"2035","DEU","_T","ROW","Reste du monde","USD_PPP","V",2011,NA,4004.0220343261,3483800.626,0.0417912896989487,0.00114932582663991
"2036","DEU","_T","_T","Total","USD_PPP","V",2011,NA,95809.965740943,3483800.626,1,0.0275015639603203
"2037","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2012,NA,62416.734451209,3557187.204,0.913500811487617,0.0175466543849653
"2038","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2012,NA,2971.6266171556,3557187.204,0.0434912744166683,0.000835386626212434
"2039","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2012,NA,NA,3557187.204,NA,NA
"2040","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2012,NA,177.45414996009,3557187.204,0.00259713218603425,4.98860868948774e-05
"2041","DEU","BES","ROW","Reste du monde","USD_PPP","V",2012,NA,2761.1459253275,3557187.204,0.0404107819096829,0.000776216085063681
"2042","DEU","BES","_T","Total","USD_PPP","V",2012,NA,68326.961143652,3557187.204,1,0.0192081431831362
"2043","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2012,NA,1490.7939651418,3557187.204,0.103488923417888,0.000419093480226575
"2044","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2012,NA,11966.490401769,3557187.204,0.830697760875208,0.00336403166758074
"2045","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2012,NA,NA,3557187.204,NA,NA
"2046","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2012,NA,213.05168108737,3557187.204,0.0147897627865739,5.98933002029797e-05
"2047","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2012,NA,735.01204053083,3557187.204,0.0510235529203297,0.000206627314892036
"2048","DEU","GOV","_T","Total","USD_PPP","V",2012,NA,14405.348088529,3557187.204,1,0.00404964576290233
"2049","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2012,NA,2490.7472057828,3557187.204,0.140262340798694,0.000700201328449061
"2050","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2012,NA,14418.514246469,3557187.204,0.811954964499682,0.00405334704629984
"2051","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2012,NA,NA,3557187.204,NA,NA
"2052","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2012,NA,NA,3557187.204,NA,NA
"2053","DEU","HES","ROW","Reste du monde","USD_PPP","V",2012,NA,848.51485617753,3557187.204,0.0477827214474473,0.000238535339164436
"2054","DEU","HES","_T","Total","USD_PPP","V",2012,NA,17757.775833483,3557187.204,1,0.00499208358039596
"2055","DEU","PNP","_T","Total","USD_PPP","V",2012,NA,NA,3557187.204,NA,NA
"2056","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2012,NA,66398.275627342,3557187.204,0.660744546056904,0.0186659491951051
"2057","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2012,NA,29356.631265394,3557187.204,0.292134604640623,0.00825276534009313
"2058","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2012,NA,NA,3557187.204,NA,NA
"2059","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2012,NA,390.50583104746,3557187.204,0.00388601353920969,0.000109779387097857
"2060","DEU","_T","ROW","Reste du monde","USD_PPP","V",2012,NA,4344.6728309276,3557187.204,0.043234840819494,0.00122137874161981
"2061","DEU","_T","_T","Total","USD_PPP","V",2012,NA,100490.08504661,3557187.204,1,0.028249872521078
"2062","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2013,NA,63189.217990099,3700747.191,0.913971870321204,0.017074718895625
"2063","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2013,NA,2323.0988492254,3700747.191,0.0336014128312248,0.000627737786270578
"2064","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2013,NA,NA,3700747.191,NA,NA
"2065","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2013,NA,135.65069673515,3700747.191,0.00196205816354344,3.66549482399242e-05
"2066","DEU","BES","ROW","Reste du monde","USD_PPP","V",2013,NA,3488.8429909113,3700747.191,0.0504627918351491,0.000942740157824334
"2067","DEU","BES","ROW_BES","Secteur des entreprises","USD_PPP","V",2013,NA,2783.872386185,3700747.191,0.0402660633011115,0.000752246031005634
"2068","DEU","BES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2013,NA,480.26283782254,3700747.191,0.00694654464942443,0.000129774559848484
"2069","DEU","BES","ROW_O","RDM - Autres sources","USD_PPP","V",2013,NA,224.7077669038,3700747.191,0.00325018388461379,6.07195669702259e-05
"2070","DEU","BES","_T","Total","USD_PPP","V",2013,NA,69136.939595189,3700747.191,1,0.018681886664219
"2071","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2013,NA,1576.6934745915,3700747.191,0.10298723573942,0.000426047334015662
"2072","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2013,NA,12731.498078101,3700747.191,0.83160222009866,0.00344025069020204
"2073","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2013,NA,NA,3700747.191,NA,NA
"2074","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2013,NA,181.60285426,3700747.191,0.0118620240801541,4.90719427421704e-05
"2075","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2013,NA,819.80647000338,3700747.191,0.0535485200817581,0.00022152458076496
"2076","DEU","GOV","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2013,NA,537.75885673273,3700747.191,0.0351255960919376,0.000145310886958322
"2077","DEU","GOV","ROW_O","RDM - Autres sources","USD_PPP","V",2013,NA,282.04761327065,3700747.191,0.0184229239898205,7.62136938066381e-05
"2078","DEU","GOV","_T","Total","USD_PPP","V",2013,NA,15309.600876956,3700747.191,1,0.00413689454772486
"2079","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2013,NA,2576.6541371801,3700747.191,0.139588266514572,0.000696252406391437
"2080","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2013,NA,14886.569468197,3700747.191,0.806468511403917,0.00402258481865507
"2081","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2013,NA,NA,3700747.191,NA,NA
"2082","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2013,NA,NA,3700747.191,NA,NA
"2083","DEU","HES","ROW","Reste du monde","USD_PPP","V",2013,NA,995.73522727967,3700747.191,0.053943194112803,0.000269063293407677
"2084","DEU","HES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2013,NA,995.73548541611,3700747.191,0.0539432080971471,0.000269063363160196
"2085","DEU","HES","_T","Total","USD_PPP","V",2013,NA,18458.95934893,3700747.191,1,0.00498790065795932
"2086","DEU","PNP","_T","Total","USD_PPP","V",2013,NA,NA,3700747.191,NA,NA
"2087","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2013,NA,67342.569473917,3700747.191,0.654412049436967,0.0181970196823199
"2088","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2013,NA,29941.215441446,3700747.191,0.290958487517461,0.00809058654810609
"2089","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2013,NA,NA,3700747.191,NA,NA
"2090","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2013,NA,317.24967894862,3700747.191,0.00308292383563413,8.57258446943235e-05
"2091","DEU","_T","ROW","Reste du monde","USD_PPP","V",2013,NA,5304.4195366131,3700747.191,0.0515465341929514,0.00143333744858691
"2092","DEU","_T","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2013,NA,2013.7571799714,3700747.191,0.0195690032843773,0.000544148809967009
"2093","DEU","_T","ROW_O","RDM - Autres sources","USD_PPP","V",2013,NA,506.75538017445,3700747.191,0.00492447540231764,0.000136933260776864
"2094","DEU","_T","_T","Total","USD_PPP","V",2013,NA,102905.4546472,3700747.191,1,0.0278066696632129
"2095","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2014,NA,67747.190835011,3882205.229,0.9139736650496,0.0174506979509843
"2096","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2014,NA,2490.7122391404,3882205.229,0.0336020632845872,0.000641571501819334
"2097","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2014,NA,NA,3882205.229,NA,NA
"2098","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2014,NA,145.39558705926,3882205.229,0.00196152395322516,3.74518034165628e-05
"2099","DEU","BES","ROW","Reste du monde","USD_PPP","V",2014,NA,3740.4900491936,3882205.229,0.0504627477125779,0.000963496216339159
"2100","DEU","BES","_T","Total","USD_PPP","V",2014,NA,74123.788710405,3882205.229,1,0.0190932174725596
"2101","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2014,NA,1800.1755359102,3882205.229,0.112355874243203,0.000463699219830761
"2102","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2014,NA,13181.560021301,3882205.229,0.822711824785299,0.00339537949277771
"2103","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2014,NA,NA,3882205.229,NA,NA
"2104","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2014,NA,196.43750119971,3882205.229,0.0122604194653075,5.05994633494194e-05
"2105","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2014,NA,843.91344161134,3882205.229,0.0526718815062059,0.000217379914721489
"2106","DEU","GOV","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2014,NA,554.76359351336,3882205.229,0.0346249281273446,0.000142899089767147
"2107","DEU","GOV","ROW_O","RDM - Autres sources","USD_PPP","V",2014,NA,289.15254764541,3882205.229,0.0180471218679922,7.44815203187729e-05
"2108","DEU","GOV","_T","Total","USD_PPP","V",2014,NA,16022.086500022,3882205.229,1,0.00412705809067932
"2109","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2014,NA,2745.7163312849,3882205.229,0.141409252703363,0.000707256873174672
"2110","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2014,NA,15778.55279319,3882205.229,0.812623406796511,0.00406432732492464
"2111","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2014,NA,NA,3882205.229,NA,NA
"2112","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2014,NA,NA,3882205.229,NA,NA
"2113","DEU","HES","ROW","Reste du monde","USD_PPP","V",2014,NA,892.53903195254,3882205.229,0.0459673405001485,0.000229905164540321
"2114","DEU","HES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2014,NA,892.53903195254,3882205.229,0.0459673405001485,0.000229905164540321
"2115","DEU","HES","_T","Total","USD_PPP","V",2014,NA,19416.808156427,3882205.229,1,0.00500148936263951
"2116","DEU","PNP","_T","Total","USD_PPP","V",2014,NA,NA,3882205.229,NA,NA
"2117","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2014,NA,72293.082702206,3882205.229,0.659833078933876,0.0186216540439898
"2118","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2014,NA,31450.825053631,3882205.229,0.287057820118588,0.00810127831952158
"2119","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2014,NA,NA,3882205.229,NA,NA
"2120","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2014,NA,341.83308825897,3882205.229,0.00311997732945629,8.80512667659822e-05
"2121","DEU","_T","ROW","Reste du monde","USD_PPP","V",2014,NA,5476.9425227575,3882205.229,0.0499891236181117,0.00141078129560098
"2122","DEU","_T","_T","Total","USD_PPP","V",2014,NA,109562.68336685,3882205.229,1,0.0282217649258774
"2123","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2015,NA,70386.910160855,3966573.485,0.898569366058536,0.0177450160515191
"2124","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2015,NA,2610.3877318572,3966573.485,0.0333245832786448,0.000658096400263009
"2125","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2015,NA,NA,3966573.485,NA,NA
"2126","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2015,NA,115.66310351868,3966573.485,0.00147657172857324,2.9159450582744e-05
"2127","DEU","BES","ROW","Reste du monde","USD_PPP","V",2015,NA,5219.1047744414,3966573.485,0.0666278382989886,0.00131577160846206
"2128","DEU","BES","ROW_BES","Secteur des entreprises","USD_PPP","V",2015,NA,4359.2138570598,3966573.485,0.0556503478146743,0.00109898729307414
"2129","DEU","BES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2015,NA,566.23514900369,3966573.485,0.00722863892899324,0.000142751710297305
"2130","DEU","BES","ROW_O","RDM - Autres sources","USD_PPP","V",2015,NA,292.8846810212,3966573.485,0.00373900774379836,7.38382087534173e-05
"2131","DEU","BES","_T","Total","USD_PPP","V",2015,NA,78332.194285232,3966573.485,1,0.0197480759102165
"2132","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2015,NA,1806.7322154063,3966573.485,0.112598290175235,0.000455489409748399
"2133","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2015,NA,13188.68329114,3966573.485,0.821938733134897,0.0033249562477575
"2134","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2015,NA,NA,3966573.485,NA,NA
"2135","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2015,NA,201.23580808419,3966573.485,0.0125413205781666,5.07329080994424e-05
"2136","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2015,NA,849.17151797669,3966573.485,0.0529216561117124,0.000214081882306711
"2137","DEU","GOV","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2015,NA,557.10657241484,3966573.485,0.0347197260138467,0.000140450334406156
"2138","DEU","GOV","ROW_O","RDM - Autres sources","USD_PPP","V",2015,NA,292.06604327741,3966573.485,0.0182019985091632,7.36318246420714e-05
"2139","DEU","GOV","_T","Total","USD_PPP","V",2015,NA,16045.822832607,3966573.485,1,0.00404526044791201
"2140","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2015,NA,2735.6534432592,3966573.485,0.138728010275147,0.000689676733231932
"2141","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2015,NA,16030.706950123,3966573.485,0.812934870816466,0.00404144963171481
"2142","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2015,NA,NA,3966573.485,NA,NA
"2143","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2015,NA,NA,3966573.485,NA,NA
"2144","DEU","HES","ROW","Reste du monde","USD_PPP","V",2015,NA,953.18606182545,3966573.485,0.0483371189084199,0.000240304652221879
"2145","DEU","HES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2015,NA,953.18573925391,3966573.485,0.0483371025504605,0.000240304570899412
"2146","DEU","HES","_T","Total","USD_PPP","V",2015,NA,19719.546455207,3966573.485,1,0.00497143101716846
"2147","DEU","PNP","_T","Total","USD_PPP","V",2015,NA,NA,3966573.485,NA,NA
"2148","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2015,NA,74929.297104666,3966573.485,0.656712507771414,0.0188901825184933
"2149","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2015,NA,31829.777973119,3966573.485,0.278969830523508,0.00802450227973502
"2150","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2015,NA,NA,3966573.485,NA,NA
"2151","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2015,NA,316.89891160287,3966573.485,0.00277743802478287,7.98923586821864e-05
"2152","DEU","_T","ROW","Reste du monde","USD_PPP","V",2015,NA,7021.4623542436,3966573.485,0.0615391085870836,0.00177015814299066
"2153","DEU","_T","ROW_BES","Secteur des entreprises","USD_PPP","V",2015,NA,4359.2138570598,3966573.485,0.0382060205367037,0.00109898729307414
"2154","DEU","_T","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2015,NA,2076.5274606725,3966573.485,0.0181995775864488,0.000523506615602887
"2155","DEU","_T","ROW_O","RDM - Autres sources","USD_PPP","V",2015,NA,584.95072429861,3966573.485,0.00512675911720148,0.000147470033395489
"2156","DEU","_T","_T","Total","USD_PPP","V",2015,NA,114097.56357305,3966573.485,1,0.028764767375298
"2157","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2016,NA,74921.211900984,4246713.024,0.897499442905809,0.0176421650056342
"2158","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2016,NA,2804.9132204627,4246713.024,0.0336007385477349,0.000660490408608006
"2159","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2016,NA,NA,4246713.024,NA,NA
"2160","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2016,NA,158.64833658136,4246713.024,0.00190048705949768,3.73579132107044e-05
"2161","DEU","BES","ROW","Reste du monde","USD_PPP","V",2016,NA,5592.9517853594,4246713.024,0.0669993314869641,0.00131700723683263
"2162","DEU","BES","_T","Total","USD_PPP","V",2016,NA,83477.725243387,4246713.024,1,0.0196570205642855
"2163","DEU","GOV","BES","Secteur des entreprises","USD_PPP","V",2016,NA,1901.4322030405,4246713.024,0.11249497970303,0.00044774209895858
"2164","DEU","GOV","GOV","Secteur de l'Etat","USD_PPP","V",2016,NA,13897.392320145,4246713.024,0.82221541450692,0.00327250563944511
"2165","DEU","GOV","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2016,NA,NA,4246713.024,NA,NA
"2166","DEU","GOV","PNP","Secteur privé sans but lucratif","USD_PPP","V",2016,NA,219.54818512812,4246713.024,0.0129891923521287,5.16983803443649e-05
"2167","DEU","GOV","ROW","Reste du monde","USD_PPP","V",2016,NA,884.00208430431,4246713.024,0.0523004692842741,0.000208161483789565
"2168","DEU","GOV","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2016,NA,582.43957902067,4246713.024,0.034459040146369,0.000137150680003347
"2169","DEU","GOV","ROW_O","RDM - Autres sources","USD_PPP","V",2016,NA,301.56189959583,4246713.024,0.0178413933034232,7.10106611611319e-05
"2170","DEU","GOV","_T","Total","USD_PPP","V",2016,NA,16902.373848682,4246713.024,1,0.00398010738026314
"2171","DEU","HES","BES","Secteur des entreprises","USD_PPP","V",2016,NA,3054.9810001078,4246713.024,0.138283826100138,0.000719375428205954
"2172","DEU","HES","GOV","Secteur de l'Etat","USD_PPP","V",2016,NA,18229.771459471,4246713.024,0.825171268252663,0.00429267797386984
"2173","DEU","HES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2016,NA,NA,4246713.024,NA,NA
"2174","DEU","HES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2016,NA,NA,4246713.024,NA,NA
"2175","DEU","HES","ROW","Reste du monde","USD_PPP","V",2016,NA,807.35394406953,4246713.024,0.0365449056472141,0.000190112668199341
"2176","DEU","HES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2016,NA,807.35394008339,4246713.024,0.0365449054667813,0.000190112667260699
"2177","DEU","HES","_T","Total","USD_PPP","V",2016,NA,22092.106403648,4246713.024,1,0.00520216607027506
"2178","DEU","PNP","_T","Total","USD_PPP","V",2016,NA,NA,4246713.024,NA,NA
"2179","DEU","_T","BES","Secteur des entreprises","USD_PPP","V",2016,NA,79877.625104132,4246713.024,0.652210228278476,0.0188092825327987
"2180","DEU","_T","GOV","Secteur de l'Etat","USD_PPP","V",2016,NA,34932.077000079,4246713.024,0.285224527954629,0.00822567402192303
"2181","DEU","_T","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2016,NA,NA,4246713.024,NA,NA
"2182","DEU","_T","PNP","Secteur privé sans but lucratif","USD_PPP","V",2016,NA,378.19690648659,4246713.024,0.00308802233907519,8.9056384160935e-05
"2183","DEU","_T","ROW","Reste du monde","USD_PPP","V",2016,NA,7284.3078137333,4246713.024,0.0594772322769011,0.00171528138882155
"2184","DEU","_T","_T","Total","USD_PPP","V",2016,NA,122472.20549572,4246713.024,1,0.0288392940148244
"2185","DEU","BES","BES","Secteur des entreprises","USD_PPP","V",2017,NA,83532.727286852,4472593.159,0.904436284023354,0.0186765762762846
"2186","DEU","BES","GOV","Secteur de l'Etat","USD_PPP","V",2017,NA,2928.8878566296,4472593.159,0.0317120311452844,0.000654852286471871
"2187","DEU","BES","HES","Secteur de l'enseignement supérieur","USD_PPP","V",2017,NA,NA,4472593.159,NA,NA
"2188","DEU","BES","PNP","Secteur privé sans but lucratif","USD_PPP","V",2017,NA,117.68399055908,4472593.159,0.00127420323228267,2.63122502708009e-05
"2189","DEU","BES","ROW","Reste du monde","USD_PPP","V",2017,NA,5779.6200308617,4472593.159,0.0625778450382557,0.00129223021754877
"2190","DEU","BES","ROW_BES","Secteur des entreprises","USD_PPP","V",2017,NA,4779.6491641915,4472593.159,0.0517508319122858,0.00106865279140662
"2191","DEU","BES","ROW_IO","RDM - Organisation internationales","USD_PPP","V",2017,NA,645.28888935065,4472593.159,0.00698675482247449,0.0001442762322462
"2192","DEU","BES","ROW_O","RDM - Autres sources","USD_PPP","V",2017,NA,354.46580688425,4472593.159,0.00383791775516699,7.92528616583367e-05
"2193","DEU","BES","_T","Total","USD_PPP","V",2017,NA,92358.885598065,4472593.159,1,0.0206499635255702
